evaluador,nombre,tipo,image_index,lead_time_seg
Usuario_Control,Usuario Control,human,84,53.65
Usuario_Control,Usuario Control,human,85,27.389
Usuario_Control,Usuario Control,human,86,25.078
Usuario_Control,Usuario Control,human,87,17.776
Usuario_Control,Usuario Control,human,88,42.227
Usuario_Control,Usuario Control,human,89,41.879
Usuario_Control,Usuario Control,human,90,20.511
Usuario_Control,Usuario Control,human,91,14.871
Usuario_Control,Usuario Control,human,92,26.522
Usuario_Control,Usuario Control,human,93,14.015
Usuario_Control,Usuario Control,human,94,49.897
Usuario_Control,Usuario Control,human,95,25.176
Usuario_Control,Usuario Control,human,96,55.022
Usuario_Control,Usuario Control,human,97,17.172
Usuario_Control,Usuario Control,human,98,32.0
Usuario_Control,Usuario Control,human,99,34.417
Usuario_Control,Usuario Control,human,100,35.195
Usuario_Control,Usuario Control,human,101,62.877
R1_Radiologia,R1 Radiologia,human,1,143.79
R1_Radiologia,R1 Radiologia,human,2,13.026
R1_Radiologia,R1 Radiologia,human,3,7.603
R1_Radiologia,R1 Radiologia,human,4,8.846
R1_Radiologia,R1 Radiologia,human,5,15.322
R1_Radiologia,R1 Radiologia,human,6,12.286
R1_Radiologia,R1 Radiologia,human,7,12.822
R1_Radiologia,R1 Radiologia,human,8,6.161
R1_Radiologia,R1 Radiologia,human,9,10.84
R1_Radiologia,R1 Radiologia,human,10,14.153
R1_Radiologia,R1 Radiologia,human,11,17.214
R1_Radiologia,R1 Radiologia,human,12,18.552
R1_Radiologia,R1 Radiologia,human,13,18.003
R1_Radiologia,R1 Radiologia,human,14,37.968
R1_Radiologia,R1 Radiologia,human,15,58.676
R1_Radiologia,R1 Radiologia,human,16,22.345
R1_Radiologia,R1 Radiologia,human,17,7.563
R1_Radiologia,R1 Radiologia,human,18,29.339
R1_Radiologia,R1 Radiologia,human,19,23.157
R1_Radiologia,R1 Radiologia,human,20,31.543
R1_Radiologia,R1 Radiologia,human,21,9.2
R1_Radiologia,R1 Radiologia,human,22,9.193
R1_Radiologia,R1 Radiologia,human,23,25.956
R1_Radiologia,R1 Radiologia,human,24,24.497
R1_Radiologia,R1 Radiologia,human,25,17.546
R1_Radiologia,R1 Radiologia,human,26,18.928
R1_Radiologia,R1 Radiologia,human,27,18.152
R1_Radiologia,R1 Radiologia,human,28,9.549
R1_Radiologia,R1 Radiologia,human,29,196.93
R1_Radiologia,R1 Radiologia,human,30,21.194
R1_Radiologia,R1 Radiologia,human,31,127.278
R1_Radiologia,R1 Radiologia,human,32,20.336
R1_Radiologia,R1 Radiologia,human,33,26.926
R1_Radiologia,R1 Radiologia,human,34,41.459
R1_Radiologia,R1 Radiologia,human,35,13.528
R1_Radiologia,R1 Radiologia,human,36,6.106
R1_Radiologia,R1 Radiologia,human,37,39.591
R1_Radiologia,R1 Radiologia,human,38,36.555
R1_Radiologia,R1 Radiologia,human,39,21.776
R1_Radiologia,R1 Radiologia,human,40,50.637
R1_Radiologia,R1 Radiologia,human,41,99.873
R1_Radiologia,R1 Radiologia,human,42,22.14
R1_Radiologia,R1 Radiologia,human,43,51.121
R1_Radiologia,R1 Radiologia,human,44,74.282
R1_Radiologia,R1 Radiologia,human,45,28.412
R1_Radiologia,R1 Radiologia,human,46,31.254
R1_Radiologia,R1 Radiologia,human,47,23.398
R1_Radiologia,R1 Radiologia,human,48,32.669
R1_Radiologia,R1 Radiologia,human,49,16.953
R1_Radiologia,R1 Radiologia,human,50,27.498
R1_Radiologia,R1 Radiologia,human,51,60.524
R1_Radiologia,R1 Radiologia,human,52,20.553
R1_Radiologia,R1 Radiologia,human,53,15.136
R1_Radiologia,R1 Radiologia,human,54,36.986
R1_Radiologia,R1 Radiologia,human,55,14.115
R1_Radiologia,R1 Radiologia,human,56,18.511
R1_Radiologia,R1 Radiologia,human,57,13.761
R1_Radiologia,R1 Radiologia,human,58,38.558
R1_Radiologia,R1 Radiologia,human,59,115.238
R1_Radiologia,R1 Radiologia,human,60,157.515
R1_Radiologia,R1 Radiologia,human,61,32.736
R1_Radiologia,R1 Radiologia,human,62,24.566
R1_Radiologia,R1 Radiologia,human,63,20.664
R1_Radiologia,R1 Radiologia,human,64,17.187
R1_Radiologia,R1 Radiologia,human,65,20.244
R1_Radiologia,R1 Radiologia,human,66,43.573
R1_Radiologia,R1 Radiologia,human,67,20.127
R1_Radiologia,R1 Radiologia,human,68,18.065
R1_Radiologia,R1 Radiologia,human,69,68.713
R1_Radiologia,R1 Radiologia,human,70,27.511
R1_Radiologia,R1 Radiologia,human,71,22.937
R1_Radiologia,R1 Radiologia,human,72,28.72
R1_Radiologia,R1 Radiologia,human,73,38.815
R1_Radiologia,R1 Radiologia,human,74,25.846
R1_Radiologia,R1 Radiologia,human,75,15.07
R1_Radiologia,R1 Radiologia,human,76,20.956
R1_Radiologia,R1 Radiologia,human,77,5.959
R1_Radiologia,R1 Radiologia,human,78,22.001
R1_Radiologia,R1 Radiologia,human,79,11.305
R1_Radiologia,R1 Radiologia,human,80,11.883
